date,nav,mean_300,mean_250,mean_200,mean_50,mean_25,mean_10,mean_5,mean_3,mean_2
11-02-2013,162.5755,,,,,165.73166799999998,164.78413,163.45352,162.9804333333333,162.68099999999998
12-02-2013,163.4032,,,,,165.66964,164.42394,163.28442,162.92173333333332,162.98935
13-02-2013,163.7885,,,,,165.648224,164.09066,163.22660000000002,163.25573333333332,163.59584999999998
14-02-2013,162.8556,,,,,165.59070400000002,163.75597,163.08186,163.3491,163.32205
15-02-2013,162.6162,,,,,165.523168,163.49241,163.0478,163.08676666666668,162.73590000000002
18-02-2013,162.8968,,,,,165.386708,163.28279,163.11206,162.78953333333334,162.75650000000002
19-02-2013,164.0152,,,,,165.26814,163.25943999999998,163.23446,163.17606666666669,163.45600000000002
20-02-2013,164.0713,,,,,165.208076,163.25880999999998,163.29102000000003,163.6611,164.04325
21-02-2013,161.4255,,,,,164.99337599999998,163.04343,163.005,163.17066666666668,162.7484
22-02-2013,161.3645,,,,,164.75173999999998,162.90123,162.75466,162.2871,161.39499999999998
25-02-2013,161.4794,,,,,164.49407599999998,162.79162000000002,162.47118,161.42313333333334,161.42194999999998
26-02-2013,158.8412,,,,,164.17112400000002,162.33542,161.43638,160.5617,160.1603
27-02-2013,159.9772,,,,,163.877492,161.95429,160.61755999999997,160.0992666666667,159.4092
28-02-2013,157.5783,,,,,163.522076,161.42656000000002,159.84812,158.7989,158.77775000000003
01-03-2013,158.1065,,,,,163.12814,160.97558999999998,159.19652000000002,158.554,157.8424
04-03-2013,157.7606,,,,,162.720852,160.46197,158.45276,157.81513333333334,157.93355000000003
05-03-2013,159.9526,,,,,162.438752,160.05571,158.67504000000002,158.60656666666668,158.85660000000001
06-03-2013,160.8559,,,,,162.188136,159.73417,158.85078000000001,159.52303333333333,160.40425
07-03-2013,162.1803,,,,,162.027248,159.80965,159.77118000000002,160.99626666666666,161.5181
08-03-2013,164.3954,,,,,161.99299200000002,160.11274,161.02895999999998,162.4772,163.28785
11-03-2013,164.0732,,,,163.96615999999997,161.9562,160.37212,162.29148,163.54963333333333,164.23430000000002
12-03-2013,163.4008,,,,163.9615,161.922284,160.82808,162.98112,163.95646666666667,163.73700000000002
13-03-2013,161.7289,,,,163.901306,161.828336,161.00325,163.15572,163.06763333333333,162.56485
14-03-2013,163.4471,,,,163.86713200000003,161.823048,161.59013,163.40908,162.85893333333334,162.58800000000002
15-03-2013,162.264,,,,163.80615,161.802148,162.00588,162.9828,162.48000000000002,162.85555
18-03-2013,161.1994,,,,163.73938600000002,161.747104,162.34976,162.40804,162.30349999999999,161.7317
19-03-2013,158.8319,,,,163.61694599999998,161.564252,162.23769,161.49426,160.7651,160.01565
20-03-2013,157.8196,,,,163.48686,161.32549600000002,161.93406000000002,160.7124,159.28363333333334,158.32575
21-03-2013,157.072,,,,163.342428,161.094152,161.42323,159.43738000000002,157.90783333333334,157.44580000000002
22-03-2013,156.6742,,,,163.18982,160.856472,160.65111000000002,158.31942,157.1886,156.87310000000002
25-03-2013,156.2002,,,,162.987658,160.588608,159.86381,157.31958,156.64880000000002,156.43720000000002
26-03-2013,156.3899,,,,162.775868,160.283596,159.16272,156.83118000000002,156.42143333333334,156.29505
28-03-2013,157.4089,,,,162.612588,160.0171,158.73072,156.74904,156.66633333333334,156.8994
01-04-2013,157.6388,,,,162.429504,159.865632,158.14989,156.8624,157.14586666666665,157.52384999999998
02-04-2013,159.097,,,,162.263336,159.774932,157.83319,157.34696,158.04823333333334,158.36790000000002
03-04-2013,157.1111,,,,162.047138,159.6002,157.42436,157.52914,157.94896666666668,158.10405
04-04-2013,154.6874,,,,161.802586,159.434048,157.00991,157.18864,156.96516666666665,155.89925
05-04-2013,154.1831,,,,161.53988800000002,159.202284,156.64625999999998,156.54348,155.32719999999998,154.43525
08-04-2013,154.0731,,,,161.292076,159.06207600000002,156.34637,155.83034,154.31453333333334,154.12810000000002
09-04-2013,152.6011,,,,160.985,158.84186,155.93905999999998,154.53116,153.6191,153.33710000000002
10-04-2013,154.188,,,,160.709904,158.698956,155.73783999999998,153.94654,153.62073333333333,153.39454999999998
11-04-2013,155.2344,,,,160.47449,158.510228,155.62229,154.05594,154.0078333333333,154.7112
12-04-2013,152.7131,,,,160.18632599999998,158.184516,155.15271,153.76194,154.04516666666666,153.97375
15-04-2013,153.6578,,,,159.935432,157.843616,154.75461,153.67888,153.86843333333334,153.18545
16-04-2013,156.8384,,,,159.767164,157.541336,154.52875,154.52634,154.4031,155.24810000000002
17-04-2013,156.7166,,,,159.60163599999998,157.247072,154.48930000000001,155.03206,155.73760000000001,156.7775
18-04-2013,159.072,,,,159.498102,157.07392,154.92776,155.79958000000002,157.54233333333335,157.8943
22-04-2013,160.3005,,,,159.42256,157.016784,155.5395,157.31706000000003,158.69636666666665,159.68625
23-04-2013,160.3718,,,,159.35841,156.893772,156.16937000000001,158.65986,159.91476666666668,160.33615
25-04-2013,162.2422,,,,159.34752400000002,156.8929,157.13348,159.74062,160.9715,161.30700000000002
26-04-2013,161.2337,,,,159.320688,156.894272,157.83805,160.64404,161.28256666666667,161.73795
29-04-2013,162.0634,,,,159.293892,157.023532,158.52095,161.24232,161.84643333333335,161.64855
30-04-2013,163.0355,,,,159.278832,157.232168,159.55319000000003,161.78932,162.11086666666665,162.54945
02-05-2013,165.0245,,,,159.32221,157.550268,160.68986,162.71985999999998,163.37446666666665,164.03
03-05-2013,163.7372,,,,159.34463,157.832788,161.37974,163.01886,163.9324,164.38085
06-05-2013,164.5515,,,,159.37772400000003,158.16683999999998,162.16323,163.68242,164.43773333333334,164.14435
07-05-2013,166.3427,,,,159.424274,158.564952,162.8903,164.53828,164.87713333333335,165.4471
08-05-2013,167.1746,,,,159.48634,158.95558,163.57770999999997,165.36610000000002,166.02293333333333,166.75865
09-05-2013,166.7659,,,,159.593148,159.320664,164.21712,165.71438,166.76106666666666,166.97025
10-05-2013,168.1037,,,,159.727932,159.68093199999998,164.80327000000003,166.58768,167.34806666666665,167.4348
13-05-2013,164.8311,,,,159.79496600000002,159.989732,165.16301,166.6436,166.5669,166.4674
14-05-2013,165.0869,,,,159.91988,160.405712,165.46536,166.39244,166.00723333333335,164.959
15-05-2013,169.1541,,,,160.103418,161.004552,166.07721999999998,166.78834,166.35736666666665,167.1205
16-05-2013,169.4287,,,,160.34042599999998,161.618776,166.51763999999997,167.3209,167.8899,169.2914
17-05-2013,169.7459,,,,160.57321399999998,162.304568,167.11851,167.64934,169.4429,169.5873
20-05-2013,169.219,,,,160.802382,162.905808,167.58526,168.52692,169.46453333333332,169.48245
21-05-2013,168.2858,,,,160.969046,163.427864,167.77956999999998,169.1667,169.08356666666666,168.7524
22-05-2013,167.8721,,,,161.10937,164.034224,167.84931999999998,168.9103,168.45896666666667,168.07895
23-05-2013,164.6479,,,,161.158722,164.473828,167.63752,167.95414,166.93526666666665,166.26
24-05-2013,164.8914,,,,161.168642,164.79594799999998,167.31628999999998,166.98323999999997,165.8038,164.76965
27-05-2013,167.5848,,,,161.238874,165.230676,167.59166,166.65640000000002,165.70803333333333,166.2381
28-05-2013,168.7654,,,,161.34616599999998,165.61841199999998,167.95951,166.75232,167.0805333333333,168.1751
29-05-2013,168.6546,,,,161.48468,165.95257600000002,167.90956,166.90882,168.33493333333334,168.70999999999998
30-05-2013,169.5676,,,,161.60709,166.320408,167.92345,167.89276,168.99586666666664,169.1111
31-05-2013,166.0662,,,,161.683134,166.47336800000002,167.55548,168.12772,168.0961333333333,167.8169
03-06-2013,164.7514,,,,161.75417399999998,166.61407599999998,167.10872,167.56104,166.79506666666666,165.40879999999999
04-06-2013,164.21,,,,161.861736,166.69994,166.70114,166.64996,165.0092,164.4807
05-06-2013,164.3909,,,,161.99316199999998,166.754156,166.35302,165.79721999999998,164.45076666666668,164.30045
06-06-2013,164.0588,,,,162.13289799999998,166.715528,166.29411,164.69546,164.2199,164.22485
07-06-2013,163.3073,,,,162.26556,166.69833200000002,166.13569999999999,164.14368,163.919,163.68304999999998
10-06-2013,163.3958,,,,162.409472,166.652104,165.71679999999998,163.87255999999996,163.5873,163.35155
11-06-2013,160.923,,,,162.500134,166.43531599999997,164.93256,163.21516000000003,162.54203333333334,162.1594
12-06-2013,160.077,,,,162.55349600000002,166.15141200000002,164.07479999999998,162.35237999999998,161.46526666666668,160.5
13-06-2013,158.4113,,,,162.56894599999998,165.817228,162.95917,161.22288,159.80376666666666,159.24415
14-06-2013,161.3065,,,,162.613136,165.54534,162.4832,160.82271999999998,159.9316,159.8589
17-06-2013,162.5237,,,,162.721388,165.45304399999998,162.26042999999999,160.6483,160.74716666666666,161.9151
18-06-2013,161.6763,,,,162.861166,165.31662,162.00706,160.79896000000002,161.8355,162.1
19-06-2013,161.8625,,,,163.01475399999998,165.02495599999997,161.75422,161.15605999999997,162.02083333333334,161.76940000000002
20-06-2013,157.5206,,,,163.083704,164.548632,161.10039999999998,160.97791999999998,160.35313333333335,159.69155
21-06-2013,157.9023,,,,163.189728,164.074888,160.55990000000003,160.29708,159.09513333333334,157.71145
24-06-2013,155.9911,,,,163.22579,163.545772,159.81943,158.99056000000002,157.138,156.9467
25-06-2013,156.714,,,,163.255382,163.0829,159.39853,157.9981,156.86913333333334,156.35255
26-06-2013,156.0822,,,,163.322764,162.611304,158.99905,156.84204,156.26243333333335,156.3981
27-06-2013,158.9333,,,,163.428274,162.38271999999998,159.05125,157.12457999999998,157.24316666666667,157.50775
28-06-2013,163.2244,,,,163.555994,162.31604,159.24304,158.18900000000002,159.41330000000002,161.07885
01-07-2013,164.7073,,,,163.715808,162.20094,159.4614,159.93224,162.28833333333333,163.96585
02-07-2013,163.7726,,,,163.80982,162.001228,159.67103,161.34396,163.90143333333333,164.23995000000002
03-07-2013,161.4167,,,,163.832144,161.711712,159.62645,162.41086,163.29886666666667,162.59465
04-07-2013,163.4137,,,,163.89298199999996,161.465556,160.21576,163.30694,162.86766666666668,162.4152
05-07-2013,164.0758,,,,163.929654,161.38594,160.83310999999998,163.47722,162.96873333333335,163.74475
08-07-2013,162.8849,,,,163.962678,161.31128,161.52249,163.11273999999997,163.45813333333334,163.48035
09-07-2013,163.8326,,,,163.998062,161.29618399999998,162.23435,163.12473999999997,163.59776666666667,163.35875
10-07-2013,162.6602,,,,163.990556,161.226956,162.89215,163.37344,163.1259,163.2464
11-07-2013,165.9173,,,,164.008412,161.30129599999998,163.59055,163.87416000000002,164.13670000000002,164.28875
12-07-2013,168.3098,,,,164.09986400000003,161.501396,164.09909,164.72096000000002,165.6291,167.11355
15-07-2013,168.9961,,,,164.18875599999998,161.72540800000002,164.52797,165.9432,167.74106666666668,168.65295
16-07-2013,167.4704,,,,164.21131000000003,161.987304,164.89775,166.67076,168.25876666666667,168.23325
17-07-2013,168.3718,,,,164.235254,162.319096,165.59326000000001,167.81308,168.27943333333334,167.92110000000002
18-07-2013,169.9224,,,,164.298384,162.77954,166.24412999999998,168.6141,168.58820000000003,169.14710000000002
19-07-2013,170.1034,,,,164.338378,163.131416,166.84689,168.97282,169.46586666666667,170.0129
22-07-2013,170.1818,,,,164.445392,163.43774,167.57658,169.20996,170.0692,170.14260000000002
23-07-2013,171.4122,,,,164.571898,163.827176,168.33454,169.99832,170.5658,170.79700000000003
24-07-2013,169.6474,,,,164.581764,164.138572,169.03326,170.25344,170.4138,170.52980000000002
25-07-2013,167.2242,,,,164.537674,164.52671600000002,169.16395,169.7138,169.42793333333336,168.4358
26-07-2013,166.7795,,,,164.47834600000002,164.88180400000002,169.01092,169.04902,167.8837,167.00185
29-07-2013,165.5173,,,,164.404312,165.26285199999998,168.66304,168.11612,166.50699999999998,166.1484
30-07-2013,163.5233,,,,164.309062,165.53522400000003,168.26833000000002,166.53834,165.27336666666667,164.52030000000002
31-07-2013,163.4908,,,,164.22143599999998,165.831568,167.78023000000002,165.30702000000002,164.17713333333333,163.50705
01-08-2013,163.2554,,,,164.19358599999998,166.00445200000001,167.11353,164.51326,163.42316666666667,163.37310000000002
02-08-2013,161.9795,,,,164.13534800000002,165.954656,166.30114,163.55326000000002,162.9085666666667,162.61745000000002
05-08-2013,162.143,,,,164.026512,165.852084,165.49726,162.8784,162.4593,162.06125
06-08-2013,158.4228,,,,163.81966,165.638092,164.19832000000002,161.8583,160.84843333333333,160.28289999999998
07-08-2013,157.8504,,,,163.603576,165.49544000000003,163.01862,160.73022,159.47206666666668,158.1366
08-08-2013,158.8695,,,,163.389614,165.313672,162.18315,159.85304000000002,158.3809,158.35995
12-08-2013,160.1928,,,,163.272146,165.158352,161.52447999999998,159.4957,158.9709,159.53115
13-08-2013,162.6681,,,,163.23048,165.14968000000002,161.23956,159.60072,160.5768,161.43045
14-08-2013,163.8273,,,,163.222826,165.149468,161.26996,160.68162,162.22940000000003,163.2477
16-08-2013,157.3633,,,,163.08227399999998,164.937592,160.65721,160.5842,161.28623333333334,160.5953
19-08-2013,154.892,,,,162.89893800000002,164.49658000000002,159.82086999999999,159.7887,158.6942,156.12765000000002
20-08-2013,154.3884,,,,162.72056,163.939724,159.06176,158.62782,155.5479,154.6402
21-08-2013,151.5149,,,,162.482942,163.240476,157.99894999999998,156.39718,153.59843333333333,152.95165
22-08-2013,155.0276,,,,162.365034,162.742764,157.65943,154.63724000000002,153.64363333333333,153.27125
23-08-2013,156.7384,,,,162.298262,162.277428,157.54823000000002,154.51226000000003,154.4269666666667,155.883
26-08-2013,157.0483,,,,162.271002,161.762464,157.36611,154.94352,156.27143333333333,156.89335
27-08-2013,152.1544,,,,162.08796,161.044504,156.56227,154.49672000000004,155.3137,154.60135000000002
28-08-2013,152.3867,,,,161.88522,160.33270000000002,155.53413,154.67108000000002,153.86313333333334,152.27055000000001
29-08-2013,155.6488,,,,161.76467,159.702164,154.71628,154.79532,153.39663333333334,154.01774999999998
30-08-2013,157.5145,,,,161.67771000000002,159.216848,154.7314,154.95054,155.1833333333333,156.58165
02-09-2013,159.7699,,,,161.722696,158.918676,155.21919,155.49486,157.6444,158.6422
03-09-2013,154.3529,,,,161.65170799999999,158.421612,155.21564,155.93455999999998,157.21243333333334,157.0614
04-09-2013,157.1497,,,,161.67488,158.086908,155.77912,156.88716000000002,157.09083333333334,155.75130000000001
05-09-2013,160.6719,,,,161.754038,157.972852,156.34355,157.89177999999998,157.39149999999998,158.9108
06-09-2013,163.1882,,,,161.89615799999999,157.960748,156.98853,159.02652,160.3366,161.93005
10-09-2013,169.2995,,,,162.103482,158.202512,158.21365,160.93243999999999,164.38653333333332,166.24385
11-09-2013,169.2963,,,,162.22492,158.495184,159.92784,163.92112,167.26133333333334,169.2979
12-09-2013,167.4841,,,,162.280456,158.708828,161.43758,165.988,168.6933,168.3902
13-09-2013,167.0702,,,,162.346408,159.054724,162.57972,167.26766,167.9502,167.27715
16-09-2013,167.2181,,,,162.462436,159.429432,163.55008,168.07364,167.2574666666667,167.14415
17-09-2013,167.7151,,,,162.548464,159.783256,164.34459999999999,167.75676,167.33446666666669,167.4666
18-09-2013,169.0735,,,,162.648418,160.138484,165.81666,167.7122,168.00223333333335,168.3943
19-09-2013,174.8663,,,,162.888046,160.626412,167.58832,169.18864000000002,170.55163333333334,171.9699
20-09-2013,171.628,,,,163.04395399999999,160.93843999999999,168.68392999999998,170.1002,171.8559333333333,173.24714999999998
23-09-2013,168.5679,,,,163.16210800000002,161.38662399999998,169.2219,170.37016,171.6874,170.09795
24-09-2013,168.7272,,,,163.218306,161.940032,169.16467,170.57258,169.64103333333333,168.64755000000002
25-09-2013,168.1812,,,,163.215734,162.491744,169.05316,170.39412,168.49210000000002,168.45420000000001
26-09-2013,168.4915,,,,163.205642,163.170808,169.1539,169.11916,168.46663333333333,168.33634999999998
27-09-2013,167.1015,,,,163.198264,163.65376400000002,169.15703000000002,168.21386,167.9247333333333,167.79649999999998
30-09-2013,164.1891,,,,163.11461,163.95179199999998,168.85413,167.3381,166.59403333333333,165.6453
01-10-2013,165.3388,,,,163.022938,164.283412,168.6165,166.66042,165.54313333333334,164.76395
03-10-2013,168.5517,,,,162.991904,164.93930400000002,168.56432,166.73452,166.02653333333333,166.94525
04-10-2013,168.6717,,,,162.961702,165.59070400000002,167.94486,166.77056,167.5207333333333,168.61169999999998
07-10-2013,168.4969,,,,162.90339600000001,166.10462800000002,167.63175,167.04964,168.57343333333333,168.58429999999998
08-10-2013,169.2451,,,,162.89535,166.57385200000002,167.69947,168.06084,168.80456666666666,168.871
09-10-2013,171.4699,,,,162.980264,167.041852,167.97374,169.28706,169.7373,170.35750000000002
10-10-2013,171.6658,,,,163.07799,167.734368,168.3222,169.90988,170.7936,171.56785
11-10-2013,173.8292,,,,163.244228,168.401548,168.85596999999999,170.94138,172.32163333333332,172.7475
14-10-2013,174.4974,,,,163.46371000000002,168.954568,169.59555999999998,172.14148,173.33079999999998,174.1633
15-10-2013,173.9945,,,,163.67378399999998,169.38682,170.5761,173.09135999999998,174.10703333333333,174.24595
17-10-2013,172.9748,,,,163.868172,169.533832,171.3397,173.39234,173.82223333333332,173.48465
18-10-2013,176.905,,,,164.166682,169.83818,172.17503000000002,174.44018,174.62476666666666,174.9399
21-10-2013,176.9966,,,163.423825,164.463754,170.21867999999998,173.00752,175.07366,175.62546666666665,176.95080000000002
22-10-2013,176.7523,,,163.4894175,164.830344,170.60596399999997,173.83306,175.52464,176.88463333333334,176.87445
23-10-2013,175.9601,,,163.545525,165.19253799999998,170.955644,174.50456,175.91776,176.56966666666668,176.3562
24-10-2013,175.5843,,,163.5976675,165.52683399999998,171.270412,174.916,176.43966,176.0989,175.7722
25-10-2013,175.2107,,,163.6471555,165.827192,171.5159,175.27049,176.1008,175.5850333333333,175.3975
28-10-2013,174.2564,,,163.6957495,166.05895800000002,171.49150400000002,175.31321,175.55275999999998,175.01713333333336,174.73355
29-10-2013,177.2626,,,163.757293,166.327664,171.716888,175.58973,175.65482,175.57656666666665,175.7595
30-10-2013,178.1481,,,163.826414,166.74336,172.10009599999998,176.00509000000002,176.09242,176.5557,177.70535
31-10-2013,179.2872,,,163.901382,167.231264,172.522496,176.63633000000002,176.833,178.23263333333333,178.71765
01-11-2013,179.5513,,,163.97761549999998,167.734522,172.97729999999999,176.90096,177.70112,178.99553333333333,179.41925
05-11-2013,177.6655,,,164.03440149999997,168.25753400000002,173.34426,176.96785,178.38294,178.83466666666666,178.60840000000002
06-11-2013,177.0113,,,164.084561,168.697208,173.740652,176.99375000000003,178.33268,178.07603333333336,177.3384
07-11-2013,176.4007,,,164.1387,169.090454,174.229116,177.03781,177.9832,177.02583333333337,176.70600000000002
08-11-2013,175.0817,,,164.18014349999999,169.451122,174.618832,176.98755,177.14209999999997,176.16456666666667,175.7412
11-11-2013,173.6058,,,164.2111455,169.88015,174.820996,176.82706000000002,175.953,175.02939999999998,174.34375
12-11-2013,171.8494,,,164.23078750000002,170.269404,174.94810399999997,176.58636,174.78978,173.5123,172.7276
13-11-2013,171.1123,,,164.251774,170.57867399999998,175.05272000000002,175.97133000000002,173.60998,172.18916666666667,171.48085
14-11-2013,172.8332,,,164.27935000000002,170.88504799999998,175.196244,175.43984,172.89648,171.93163333333334,171.97275000000002
18-11-2013,176.6187,,,164.330125,171.22202400000003,175.402196,175.17299,173.20387999999997,173.5214,174.72595
19-11-2013,176.9551,,,164.375126,171.674068,175.61376800000002,174.91337000000001,173.87374,175.46899999999997,176.7869
20-11-2013,174.8016,,,164.40941999999998,172.02710600000003,175.65266400000002,174.62698,174.46418,176.1251333333333,175.87835
21-11-2013,171.361,,,164.4311995,172.24088799999998,175.527208,174.06194999999997,174.51391999999998,174.37256666666667,173.0813
22-11-2013,171.2549,,,164.45186750000002,172.40222199999997,175.417624,173.54737,174.19826,172.4725,171.30795
25-11-2013,174.5137,,,164.49342349999998,172.506506,175.47918,173.49057,173.77726,172.37653333333333,172.8843
26-11-2013,172.994,,,164.53213449999998,172.58046,175.32273999999998,173.42938999999998,172.98504,172.92086666666668,173.75385
27-11-2013,172.9514,,,164.57192650000002,172.68980599999998,175.160932,173.53959,172.615,173.48636666666667,172.9727
28-11-2013,173.9153,,,164.6202595,172.826708,175.04745200000002,173.81989,173.12586000000002,173.28689999999997,173.43335000000002
29-11-2013,176.0799,,,164.680271,173.00394400000002,175.052244,174.14456,174.09086,174.31553333333332,174.9976
02-12-2013,176.9716,,,164.74723250000002,173.189074,175.10773600000002,174.17985,174.58244,175.65560000000002,176.52575000000002
03-12-2013,176.6092,,,164.816346,173.339788,175.16367599999998,174.14526,175.30548,176.55356666666668,176.79039999999998
04-12-2013,175.3683,,,164.88031000000004,173.349828,175.20815199999998,174.20193,175.78886000000003,176.31636666666668,175.98874999999998
05-12-2013,177.4716,,,164.95065200000002,173.46669999999997,175.21651199999997,174.81299,176.50011999999998,176.48303333333334,176.41995
06-12-2013,177.796,,,165.0206895,173.65126199999997,175.202428,175.46710000000002,176.84333999999998,176.87863333333334,177.6338
09-12-2013,180.5851,,,165.10933699999998,173.88842,175.25434400000003,176.07424,177.56604,178.61756666666668,179.19055
10-12-2013,180.0981,,,165.19674650000002,174.126758,175.27621600000003,176.78465,178.26382,179.49306666666666,180.3416
11-12-2013,179.3885,,,165.279205,174.344698,175.34513600000002,177.42836,179.06786000000002,180.0239,179.74329999999998
12-12-2013,177.3125,,,165.34569150000004,174.54891800000001,175.35718400000002,177.76808,179.03604,178.93303333333333,178.3505
13-12-2013,175.5439,,,165.4030545,174.776014,175.322912,177.71447999999998,178.58562,177.4149666666667,176.4282
16-12-2013,175.068,,,165.471267,174.970598,175.32236400000002,177.52411999999998,177.4822,175.9748,175.30595
17-12-2013,174.6769,,,165.537829,175.093102,175.365208,177.33089,176.39795999999998,175.09626666666668,174.87245000000001
18-12-2013,176.7538,,,165.61420100000004,175.25474400000002,175.561384,177.46944000000002,175.87102000000002,175.49956666666665,175.71535
19-12-2013,175.4765,,,165.69737750000002,175.394336,175.735952,177.26993,175.50382,175.63573333333332,176.11515
20-12-2013,178.5918,,,165.79045050000002,175.58127000000002,175.966296,177.34950999999998,176.1134,176.9407,177.03415
23-12-2013,178.7812,,,165.89646499999998,175.72749600000003,176.05279600000003,177.16912,176.85603999999998,177.6165,178.68650000000002
24-12-2013,178.2056,,,165.99696050000003,175.858292,176.102816,176.97987,177.56178,178.52620000000002,178.4934
26-12-2013,178.4935,,,166.100625,175.951578,176.250492,176.89037000000002,177.90972,178.49343333333334,178.34955000000002
27-12-2013,179.4938,,,166.198331,176.05150600000002,176.57580400000003,177.1085,178.71318000000002,178.73096666666666,178.99365
30-12-2013,179.0591,,,166.28934700000002,176.152798,176.88797200000002,177.46002000000001,178.80664000000002,179.01546666666664,179.27645
31-12-2013,179.2906,,,166.37489850000003,176.27911400000002,177.079048,177.88228,178.90852,179.28116666666665,179.17485
01-01-2014,179.0427,,,166.448135,176.321868,177.320996,178.31886,179.07594,179.1308,179.16665
02-01-2014,176.9269,,166.00315479999998,166.5124035,176.320474,177.48001600000003,178.33616999999998,178.76262000000003,178.42006666666666,177.9848
03-01-2014,176.6149,,166.05507919999997,166.578474,176.317726,177.588,178.45001,178.18684000000002,177.52816666666664,176.77089999999998
06-01-2014,176.0819,,166.10045240000002,166.650239,176.32016199999998,177.58808000000002,178.19902000000002,177.5914,176.54123333333334,176.3484
07-01-2014,175.3017,,166.14103599999999,166.709512,176.31451,177.521284,177.85107,176.79361999999998,175.9995,175.6918
08-01-2014,175.6112,,166.18222839999999,166.77624799999998,176.32252,177.48136400000004,177.59162999999998,176.10732000000002,175.66493333333332,175.45645000000002
09-01-2014,175.4799,,166.22599759999997,166.8476505,176.34698999999998,177.485828,177.29027,175.81792,175.46426666666665,175.54555
10-01-2014,175.8538,,166.26959720000002,166.93276000000003,176.31881399999997,177.421116,176.92627,175.66570000000002,175.64829999999998,175.66685
13-01-2014,178.9776,,166.328212,167.03855,176.335404,177.46838,176.91812,176.24484,176.77043333333333,177.41570000000002
14-01-2014,178.1359,,166.3835812,167.1438695,176.312378,177.370412,176.80265,176.81168,177.65576666666666,178.55675
15-01-2014,180.2771,,166.4474712,167.26188399999998,176.32689400000004,177.377572,176.92609,177.74486,179.13019999999997,179.2065
16-01-2014,180.0659,,166.50250160000002,167.3812125,176.374902,177.404668,177.23999,178.66206,179.49296666666666,180.17149999999998
17-01-2014,178.3923,,166.5481532,167.4912245,176.40252199999998,177.44786,177.41773,179.16976,179.57843333333335,179.22910000000002
20-01-2014,179.5593,,166.6040988,167.6019765,176.465694,177.608476,177.76547,179.28609999999998,179.33916666666664,178.9758
21-01-2014,179.9308,,166.65665,167.71343650000003,176.56267600000004,177.802988,178.22838,179.64508,179.29413333333335,179.74505
22-01-2014,180.6785,,166.70974239999998,167.82134399999998,176.70413,178.04305200000002,178.73511000000002,179.72536,180.0562,180.30465
23-01-2014,180.9764,,166.76196399999998,167.94067049999998,176.88667,178.211956,179.28476,179.90746000000001,180.5285666666667,180.82745
24-01-2014,178.9832,,166.8102368,168.0621495,177.04408800000002,178.35222400000004,179.59769999999997,180.02564,180.21270000000004,179.9798
27-01-2014,175.4599,,166.8428044,168.16853350000002,177.09662200000002,178.22694800000002,179.24593,179.20576,178.47316666666666,177.22155
28-01-2014,175.2541,,166.877966,168.2744385,177.06933,178.08586400000002,178.95775,178.27042,176.56573333333336,175.357
29-01-2014,174.9563,,166.9059716,168.3862145,177.029354,177.95589200000003,178.42567,177.12598,175.22343333333333,175.1052
